family,kind,board,members,basis,caveat
L-deadline,implication,Climate and Weather,USCLIMATE | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG050600KBGTEC-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG050600KBGTEC-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05FAKZNK | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05FAKZNK | 2 legs,nested thresholds on one subject: goal diff reg time: austria wien wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05FAKZNK | 2 legs,nested thresholds on one subject: goal diff reg time: znk hajduk split wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050500YOMHIR | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050500YAKCHU | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050500TOHORI | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050500SAICHI | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050500HOKFUK | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500YOMHIR | 2 legs,nested thresholds on one subject: hiroshima toyo carp wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500YOMHIR | 2 legs,nested thresholds on one subject: yomiuri giants wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500YAKCHU | 2 legs,nested thresholds on one subject: chunichi dragons wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500YAKCHU | 2 legs,nested thresholds on one subject: tokyo yakult swallows wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500TOHORI | 2 legs,nested thresholds on one subject: orix buffaloes wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500TOHORI | 2 legs,nested thresholds on one subject: tohoku rakuten golden eagles wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500SAICHI | 2 legs,nested thresholds on one subject: chiba lotte marines wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500SAICHI | 2 legs,nested thresholds on one subject: saitama seibu lions wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500HOKFUK | 2 legs,nested thresholds on one subject: fukuoka hawks wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050500HOKFUK | 2 legs,nested thresholds on one subject: hokkaido nippon-ham fighters wins by over # runs,1 monitorable pairs
P1-mutex,partition,Sports,KXNPBGAME-26AUG050500YOMHIR | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXNPBGAME-26AUG050500YAKCHU | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXNPBGAME-26AUG050500TOHORI | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXNPBGAME-26AUG050500SAICHI | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXNPBGAME-26AUG050500HOKFUK | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050600GENHLE-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050600GENHLE-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050500LGDJDG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050600TIMGRO-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050600TIMGRO-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050600ABYARC-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050600ABYARC-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXNPBTOTAL-26AUG050445HANYOK | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050445HANYOK | 2 legs,nested thresholds on one subject: yokohama dena baystars wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXNPBSPREAD-26AUG050445HANYOK | 2 legs,nested thresholds on one subject: hanshin tigers wins by over # runs,1 monitorable pairs
P1-mutex,partition,Sports,KXNPBGAME-26AUG050445HANYOK | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050430DIBCHA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXPBAGAME-26AUG050515PFMBLE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTGAME-26AUG050400ATTE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05BRAKFF | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05BRAKFF | 2 legs,nested thresholds on one subject: goal diff reg time: brann wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05BRAKFF | 2 legs,nested thresholds on one subject: goal diff reg time: kff mitrovica wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05FAKZNK | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05FAKZNK | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050400CENPUR | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLOLTOTALMAPS-26AUG050400NEWFNL | 2 legs,nested thresholds on one subject: over # maps,1 monitorable pairs
P1-mutex,partition,Sports,KXLOLMAP-26AUG050500LGDJDG-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050500LGDJDG-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050400NSBRO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050400NEWFNL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050400FAZEUNDEP | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050400ENCEPINOX | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG0504001WINCYB | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXCLUBFTOTAL-26AUG05GIMLUA | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05GIMLUA | 2 legs,nested thresholds on one subject: tarragona wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05GIMLUA | 2 legs,nested thresholds on one subject: luanda wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG050400ATTE-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG050400ATTE-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05BRAKFF | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05BRAKFF | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050400NSBRO-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050400NSBRO-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050400NEWFNL-3 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050400NEWFNL-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050400NEWFNL-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050400FAZEUNDEP-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050400FAZEUNDEP-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050400ENCEPINOX-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050400ENCEPINOX-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG0504001WINCYB-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG0504001WINCYB-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05GIMLUA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050100NSEADKC | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050100DRXCFOXY | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050100NSEADKC-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050100NSEADKC-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050100DRXCFOXY-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050100DRXCFOXY-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLEAGUESCUPTOTAL-26AUG04VANALA | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG04VANALA | 2 legs,nested thresholds on one subject: vancouver wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG04VANALA | 2 legs,nested thresholds on one subject: atlante wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPTOTAL-26AUG04TIGRSL | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG04TIGRSL | 2 legs,nested thresholds on one subject: tigres wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG04TIGRSL | 2 legs,nested thresholds on one subject: salt lake wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXLMBGAME-26AUG042130TELSDM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLMBGAME-26AUG042130SDSALG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLMBGAME-26AUG042130CONBLE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLMBGAME-26AUG042130ADMRDA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLEAGUESCUPTEAMTOTAL-26AUG04VANALA | 3 legs,nested thresholds on one subject: vancouver over # goals,3 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPTEAMTOTAL-26AUG04VANALA | 3 legs,nested thresholds on one subject: atlante over # goals,3 monitorable pairs
P1-mutex,partition,Sports,KXLEAGUESCUPSCORE-26AUG04VANALA | 30 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUPGAME-26AUG04VANALA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUPFTTS-26AUG04VANALA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUP1H-26AUG04VANALA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXDIMAYORTOTAL-26AUG04MILPAS | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXDIMAYORSPREAD-26AUG04MILPAS | 2 legs,nested thresholds on one subject: millonarios wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXDIMAYORSPREAD-26AUG04MILPAS | 2 legs,nested thresholds on one subject: pasto wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXLMBGAME-26AUG042110TDTCAL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXWNBATOTAL-26AUG04TORGS | 9 legs,nested thresholds on one subject: over # points scored,36 monitorable pairs
L-threshold,implication,Sports,KXWNBASPREAD-26AUG04TORGS | 9 legs,nested thresholds on one subject: golden state wins by over # points,36 monitorable pairs
L-threshold,implication,Sports,KXWNBASPREAD-26AUG04TORGS | 4 legs,nested thresholds on one subject: toronto wins by over # points,6 monitorable pairs
P1-mutex,partition,Sports,KXWNBAGAME-26AUG04TORGS | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
